content,content_stemmed_no_common_2,content_regex,content_regex_norm,text_clean,_tokens,tokens_clean,score,sentiment,reviewCreatedVersion,major_version,at,thumbsUpCount
good,good,good,good,good,['good'],['good'],5,positive,4.3.1,4,2019-06-20 15:20:49,0
mantaap,mantap,mantap,mantap,mantap,['mantap'],['mantap'],5,positive,4.3.1,4,2019-06-20 14:51:38,0
ribet banget login nya,ribet banget login,ribet banget login,ribet banget login,ribet banget login,"['ribet', 'banget', 'login']","['ribet', 'banget', 'login']",4,positive,4.3.1,4,2019-06-20 12:42:56,0
bermanfaat dan kereen,manfaat keren,manfaat keren,manfat keren,manfat keren,"['manfat', 'keren']","['manfat', 'keren']",5,positive,4.3.1,4,2019-06-20 07:06:35,0
"sangat membantu, terutama saat mobile cek in. masukan nya kalau buat password nya jng susah2 syaratnya harus ini itu.",bantu mobile cek in masuk password susah2 syarat,bantu mobile cek in masuk password susah syarat,bantu mobile cek in masuk password susah syarat,bantu mobile cek in masuk password susah syarat,"['bantu', 'mobile', 'cek', 'in', 'masuk', 'password', 'susah', 'syarat']","['bantu', 'mobile', 'cek', 'in', 'masuk', 'password', 'susah', 'syarat']",5,positive,4.3.1,4,2019-06-20 03:44:47,0
sip,sip,sip,sip,sip,['sip'],['sip'],5,positive,4.3.1,4,2019-06-20 02:31:32,0
so helpful... good job 👍,sok helpful good job,sok helpful good job,sok helpful good job,sok helpful good job,"['sok', 'helpful', 'good', 'job']","['sok', 'helpful', 'good', 'job']",5,positive,4.3.1,4,2019-06-19 22:58:01,0
indonesian top airlane,indonesian top airlane,indonesian top airlane,indonesian top airlane,indonesian top,"['indonesian', 'top', 'airlane']","['indonesian', 'top']",5,positive,4.3.1,4,2019-06-19 22:31:07,0
very helping,very helping,very helping,very helping,very helping,"['very', 'helping']","['very', 'helping']",5,positive,,nan,2019-06-19 15:13:21,0
ok....,ok,ok,ok,ok,['ok'],['ok'],5,positive,4.3.1,4,2019-06-19 11:49:39,0
sering trouble dan makan batre,trouble makan batre,trouble makan batre,trouble makan batre,trouble makan,"['trouble', 'makan', 'batre']","['trouble', 'makan']",3,neutral,4.3.1,4,2019-06-19 01:02:45,0
good app to support flight convinience with garuda,good support flight convinience with,good support flight convinience with,good support flight convinience with,good support flight with,"['good', 'support', 'flight', 'convinience', 'with']","['good', 'support', 'flight', 'with']",5,positive,4.3.1,4,2019-06-19 00:55:33,0
aplikasi sangat membantu sekalinsaya mendapatkan informasi jadwal penerbangan serta mobil check in,bantu sekalinsaya informasi jadwal terbang mobil check,bantu sekalinsaya informasi jadwal terbang mobil check,bantu sekalinsaya informasi jadwal terbang mobil check,bantu informasi jadwal terbang mobil check,"['bantu', 'sekalinsaya', 'informasi', 'jadwal', 'terbang', 'mobil', 'check']","['bantu', 'informasi', 'jadwal', 'terbang', 'mobil', 'check']",5,positive,,nan,2019-06-18 14:24:25,0
aplikasi ini sangat membantu sekali,bantu,bantu,bantu,bantu,['bantu'],['bantu'],5,positive,4.3.1,4,2019-06-18 03:32:57,1
"masih banyak yang perlu di perbaiki, claim missing miles masih sering error dan bugs lainnya. dan apps menjadi sedikit berat jika sedang error. dengan bergabungnya sj group tambahkan pula sj group kedalam claim miles.",baik claim missing miles error bugs apps berat error gabung group tambah group dalam claim miles,baik claim missing miles error bugs apps berat error gabung group tambah group dalam claim miles,baik claim missing miles error bugs apps berat error gabung group tambah group dalam claim miles,baik claim missing miles error bugs apps berat error gabung group tambah group dalam claim miles,"['baik', 'claim', 'missing', 'miles', 'error', 'bugs', 'apps', 'berat', 'error', 'gabung', 'group', 'tambah', 'group', 'dalam', 'claim', 'miles']","['baik', 'claim', 'missing', 'miles', 'error', 'bugs', 'apps', 'berat', 'error', 'gabung', 'group', 'tambah', 'group', 'dalam', 'claim', 'miles']",4,positive,,nan,2019-06-17 20:04:35,1
good application,good application,good application,good application,good application,"['good', 'application']","['good', 'application']",5,positive,4.3.1,4,2019-06-17 02:40:37,0
mantap mempermudah,mantap mudah,mantap mudah,mantap mudah,mantap mudah,"['mantap', 'mudah']","['mantap', 'mudah']",5,positive,4.3.1,4,2019-06-17 00:26:39,0
nice application,nice application,nice application,nice application,nice application,"['nice', 'application']","['nice', 'application']",5,positive,4.3.1,4,2019-06-16 22:30:55,0
nice,nice,nice,nice,nice,['nice'],['nice'],5,positive,4.3.1,4,2019-06-16 10:18:07,0
good,good,good,good,good,['good'],['good'],5,positive,4.3.1,4,2019-06-16 09:01:11,0
selalu ontime....,ontime,ontime,ontime,ontime,['ontime'],['ontime'],5,positive,4.3.1,4,2019-06-16 07:46:18,0
make it easier to check in. nice application,pakai easier check in nice application,pakai easier check in nice application,pakai easier check in nice application,pakai easier check in nice application,"['pakai', 'easier', 'check', 'in', 'nice', 'application']","['pakai', 'easier', 'check', 'in', 'nice', 'application']",5,positive,4.3.1,4,2019-06-16 05:50:31,0
nice,nice,nice,nice,nice,['nice'],['nice'],5,positive,4.3.1,4,2019-06-15 15:12:09,0
sangat mudah dalam penggunaan,mudah guna,mudah guna,mudah guna,mudah guna,"['mudah', 'guna']","['mudah', 'guna']",5,positive,4.3.1,4,2019-06-15 12:31:00,0
ga ada guna.....erorr terussssss.........,gunaerorr terussssss,gunaerorr teruss,gunaeror terus,terus,"['gunaeror', 'terus']",['terus'],1,negative,,nan,2019-06-15 11:23:10,0
mantaps,mantaps,mantaps,mantaps,mantaps,['mantaps'],['mantaps'],5,positive,,nan,2019-06-15 10:16:53,0
"kok, saya cari bandara apt pranoto belum ada ya ? padahal kalau pesawatnya ada",cari bandara apt pranoto pesawat,cari bandara apt pranoto pesawat,cari bandara apt pranoto pesawat,cari bandara apt pranoto pesawat,"['cari', 'bandara', 'apt', 'pranoto', 'pesawat']","['cari', 'bandara', 'apt', 'pranoto', 'pesawat']",3,neutral,4.3.1,4,2019-06-15 03:39:22,1
sangan membantu,sangan bantu,sangan bantu,sangan bantu,sangan bantu,"['sangan', 'bantu']","['sangan', 'bantu']",5,positive,,nan,2019-06-15 02:14:04,0
aplikasi tidak bisa di update dan error,update error,update error,update error,update error,"['update', 'error']","['update', 'error']",1,negative,4.3.0,4,2019-06-14 14:33:30,0
mantap membantu seyekaleee,mantap bantu seyekaleee,mantap bantu seyekalee,mantap bantu seyekalee,mantap bantu,"['mantap', 'bantu', 'seyekalee']","['mantap', 'bantu']",5,positive,4.3.1,4,2019-06-14 09:50:12,0
ok,ok,ok,ok,ok,['ok'],['ok'],5,positive,4.3.1,4,2019-06-14 02:42:49,0
masih ada yg error..,error,error,error,error,['error'],['error'],4,positive,4.3.1,4,2019-06-14 02:35:52,0
mantaaapppp,mantaaapppp,mantaapp,mantap,mantap,['mantap'],['mantap'],5,positive,4.3.1,4,2019-06-14 00:42:22,0
good aplikasi,good,good,good,good,['good'],['good'],5,positive,4.3.1,4,2019-06-14 00:10:44,0
mantaap..,mantaap,mantaap,mantap,mantap,['mantap'],['mantap'],5,positive,4.3.1,4,2019-06-13 21:36:03,0
sering suka error ....sinyal bagus,suka error sinyal bagus,suka error sinyal bagus,suka error sinyal bagus,suka error sinyal bagus,"['suka', 'error', 'sinyal', 'bagus']","['suka', 'error', 'sinyal', 'bagus']",5,positive,4.3.1,4,2019-06-13 12:47:34,0
overall bagus tp kenapa status miles g bsa terupdate dan penawaran harga promo g muncul,overall bagus status miles terupdate tawar harga promo muncul,overall bagus status miles terupdate tawar harga promo muncul,overal bagus status miles terupdate tawar harga promo muncul,overal bagus status miles terupdate tawar harga promo muncul,"['overal', 'bagus', 'status', 'miles', 'terupdate', 'tawar', 'harga', 'promo', 'muncul']","['overal', 'bagus', 'status', 'miles', 'terupdate', 'tawar', 'harga', 'promo', 'muncul']",4,positive,4.3.1,4,2019-06-13 12:31:15,0
memudahkan aku untuk ce in,mudah ce,mudah ce,mudah ce,mudah,"['mudah', 'ce']",['mudah'],5,positive,4.3.1,4,2019-06-13 12:25:05,0
keren,keren,keren,keren,keren,['keren'],['keren'],5,positive,4.3.1,4,2019-06-13 11:03:41,0
very good,very good,very good,very good,very good,"['very', 'good']","['very', 'good']",4,positive,4.3.1,4,2019-06-13 09:32:43,0
"masih belom bisa booking pake garuda miles lewat aplikasi, harus lewat website.",booking pakai miles website,booking pakai miles website,booking pakai miles website,booking pakai miles website,"['booking', 'pakai', 'miles', 'website']","['booking', 'pakai', 'miles', 'website']",2,negative,4.3.1,4,2019-06-13 04:09:32,3
"hai hallo salam hangat garuda indonesia... saya ingin menginformasikan bahwa didalam aplikasi ini masih banyak yang perlu diperbaiki contohnya : 1. dari bagian home pada aplikasi ketika akan beralih ke bagian akun muncul tulisan ""eror"" telah terjadi kesalahan pada sistem kami , silahkan coba beberapa saat lagi. 2. aplikasi sering menutup sendiri / aplikasi tidak merespon ketika saat digunakan. 3. ketika logout akun dan ingin kembali login maka tidak bisa melakukan login.",hai halo salam hangat indonesia informasi dalam baik contoh 1 home alih akun muncul tulis eror salah sistem sila coba 2 tutup merespon 3 logout akun login login,hai halo salam hangat indonesia informasi dalam baik contoh home alih akun muncul tulis eror salah sistem sila coba tutup merespon logout akun login login,hai halo salam hangat indonesia informasi dalam baik contoh home alih akun muncul tulis eror salah sistem sila coba tutup merespon logout akun login login,hai halo salam indonesia informasi dalam baik contoh home alih akun muncul tulis eror salah sistem sila coba tutup merespon logout akun login login,"['hai', 'halo', 'salam', 'hangat', 'indonesia', 'informasi', 'dalam', 'baik', 'contoh', 'home', 'alih', 'akun', 'muncul', 'tulis', 'eror', 'salah', 'sistem', 'sila', 'coba', 'tutup', 'merespon', 'logout', 'akun', 'login', 'login']","['hai', 'halo', 'salam', 'indonesia', 'informasi', 'dalam', 'baik', 'contoh', 'home', 'alih', 'akun', 'muncul', 'tulis', 'eror', 'salah', 'sistem', 'sila', 'coba', 'tutup', 'merespon', 'logout', 'akun', 'login', 'login']",5,positive,4.3.1,4,2019-06-12 11:35:04,36
sangat memudahkan,mudah,mudah,mudah,mudah,['mudah'],['mudah'],5,positive,4.3.1,4,2019-06-12 05:30:47,0
good aplikasi,good,good,good,good,['good'],['good'],5,positive,,nan,2019-06-12 02:12:45,0
oke,oke,oke,oke,oke,['oke'],['oke'],5,positive,,nan,2019-06-11 12:47:43,0
maskapai paling nyaman dan mengerti konsumen. 👍🏻👍🏻,maskapai nyaman erti konsumen,maskapai nyaman erti konsumen,maskapai nyaman erti konsumen,maskapai nyaman erti konsumen,"['maskapai', 'nyaman', 'erti', 'konsumen']","['maskapai', 'nyaman', 'erti', 'konsumen']",5,positive,,nan,2019-06-11 11:15:03,0
terimakasih..sangat membantu service kpd customer..,terimakasihsangat bantu service customer,terimakasihsangat bantu service customer,terimakasihsangat bantu service customer,bantu service customer,"['terimakasihsangat', 'bantu', 'service', 'customer']","['bantu', 'service', 'customer']",5,positive,4.3.1,4,2019-06-11 03:07:43,0
very good,very good,very good,very good,very good,"['very', 'good']","['very', 'good']",5,positive,4.3.1,4,2019-06-11 01:34:30,0
ok,ok,ok,ok,ok,['ok'],['ok'],5,positive,1.2.2,1,2019-06-10 13:02:03,0
good app,good,good,good,good,['good'],['good'],5,positive,4.3.1,4,2019-06-10 10:30:06,0
aplikasi yang sangat bermanfaat dan memudahkan penumpang untuk melakukan check in online dan review perjalanan bersama garuda indonesia,manfaat mudah tumpang check online review jalan indonesia,manfaat mudah tumpang check online review jalan indonesia,manfat mudah tumpang check online review jalan indonesia,manfat mudah tumpang check online jalan indonesia,"['manfat', 'mudah', 'tumpang', 'check', 'online', 'review', 'jalan', 'indonesia']","['manfat', 'mudah', 'tumpang', 'check', 'online', 'jalan', 'indonesia']",5,positive,4.3.1,4,2019-06-10 05:45:38,0
ok,ok,ok,ok,ok,['ok'],['ok'],5,positive,4.3.1,4,2019-06-10 01:57:07,0
sangat mudah check in dan dapat random kelas di penerbangan kali ini,mudah check random kelas terbang kali,mudah check random kelas terbang kali,mudah check random kelas terbang kali,mudah check kelas terbang kali,"['mudah', 'check', 'random', 'kelas', 'terbang', 'kali']","['mudah', 'check', 'kelas', 'terbang', 'kali']",4,positive,,nan,2019-06-09 09:59:23,0
"kenapa harus isi nomor telepon rumah, belum tentu semua user punya telepon rumah. tolong diperbaiki lagi, saya yg mesan kan jadi ga bisa gara² nomor telepon rumah wajib diisi.",isi nomor telepon rumah user telepon rumah tolong baik mesan gara nomor telepon rumah wajib isi,isi nomor telepon rumah user telepon rumah tolong baik mesan gara nomor telepon rumah wajib isi,isi nomor telepon rumah user telepon rumah tolong baik mesan gara nomor telepon rumah wajib isi,isi nomor telepon rumah user telepon rumah tolong baik mesan gara nomor telepon rumah wajib isi,"['isi', 'nomor', 'telepon', 'rumah', 'user', 'telepon', 'rumah', 'tolong', 'baik', 'mesan', 'gara', 'nomor', 'telepon', 'rumah', 'wajib', 'isi']","['isi', 'nomor', 'telepon', 'rumah', 'user', 'telepon', 'rumah', 'tolong', 'baik', 'mesan', 'gara', 'nomor', 'telepon', 'rumah', 'wajib', 'isi']",3,neutral,4.3.1,4,2019-06-09 02:08:33,3
bagus,bagus,bagus,bagus,bagus,['bagus'],['bagus'],5,positive,4.3.1,4,2019-06-08 20:18:42,0
sangat membantu dalam memilih penerbangan dan bisa mobile chek in,bantu pilih terbang mobile chek,bantu pilih terbang mobile chek,bantu pilih terbang mobile chek,bantu pilih terbang mobile chek,"['bantu', 'pilih', 'terbang', 'mobile', 'chek']","['bantu', 'pilih', 'terbang', 'mobile', 'chek']",5,positive,4.3.1,4,2019-06-08 16:13:38,1
bagus. sangat membantu,bagus bantu,bagus bantu,bagus bantu,bagus bantu,"['bagus', 'bantu']","['bagus', 'bantu']",4,positive,4.3.1,4,2019-06-08 15:13:00,0
good,good,good,good,good,['good'],['good'],5,positive,4.3.1,4,2019-06-08 05:55:48,0
"masih suka eror, aplikasi tiba2 berhenti",suka eror tibatiba henti,suka eror tibatiba henti,suka eror tibatiba henti,suka eror tibatiba henti,"['suka', 'eror', 'tibatiba', 'henti']","['suka', 'eror', 'tibatiba', 'henti']",4,positive,4.3.1,4,2019-06-08 01:20:18,0
ga tertarik.. langsung saya unistal,tarik langsung unistal,tarik langsung unistal,tarik langsung unistal,tarik langsung unistal,"['tarik', 'langsung', 'unistal']","['tarik', 'langsung', 'unistal']",1,negative,,nan,2019-06-07 06:11:51,0
ok,ok,ok,ok,ok,['ok'],['ok'],5,positive,,nan,2019-06-07 03:33:36,0
bagus,bagus,bagus,bagus,bagus,['bagus'],['bagus'],5,positive,4.3.1,4,2019-06-07 02:27:39,0
good,good,good,good,good,['good'],['good'],5,positive,4.2.9,4,2019-06-06 20:28:05,0
supaya cepat jadi platinum,cepat platinum,cepat platinum,cepat platinum,cepat platinum,"['cepat', 'platinum']","['cepat', 'platinum']",5,positive,4.0.9,4,2019-06-06 14:25:30,0
bagus. membantu,bagus bantu,bagus bantu,bagus bantu,bagus bantu,"['bagus', 'bantu']","['bagus', 'bantu']",5,positive,4.3.1,4,2019-06-06 13:24:25,0
"mile gak berguna, kita gak bisa cek di aplikasi ini, banyak penerbangan saya gak dapet miles... jadi apa fungsinya???",mile guna cek terbang miles fungsi,mile guna cek terbang miles fungsi,mile guna cek terbang miles fungsi,mile guna cek terbang miles fungsi,"['mile', 'guna', 'cek', 'terbang', 'miles', 'fungsi']","['mile', 'guna', 'cek', 'terbang', 'miles', 'fungsi']",1,negative,4.3.1,4,2019-06-06 12:43:30,2
ok,ok,ok,ok,ok,['ok'],['ok'],5,positive,4.3.1,4,2019-06-06 06:17:00,0
"mudah check-in, pelayanan ok. harga tiketnya turunin dong😉",mudah checkin layan ok harga tiket turunin dong,mudah checkin layan ok harga tiket turunin dong,mudah checkin layan ok harga tiket turunin dong,mudah checkin layan ok harga tiket turunin,"['mudah', 'checkin', 'layan', 'ok', 'harga', 'tiket', 'turunin', 'dong']","['mudah', 'checkin', 'layan', 'ok', 'harga', 'tiket', 'turunin']",5,positive,4.3.1,4,2019-06-05 09:41:20,1
sangat memuaskan,muas,muas,muas,muas,['muas'],['muas'],5,positive,,nan,2019-06-05 03:46:18,0
good job,good job,good job,good job,good job,"['good', 'job']","['good', 'job']",5,positive,4.3.1,4,2019-06-05 00:14:07,0
sangat membantu,bantu,bantu,bantu,bantu,['bantu'],['bantu'],5,positive,4.3.1,4,2019-06-04 17:55:15,0
sangat membantu,bantu,bantu,bantu,bantu,['bantu'],['bantu'],5,positive,4.3.1,4,2019-06-04 13:31:40,0
good,good,good,good,good,['good'],['good'],5,positive,4.3.1,4,2019-06-04 05:55:43,0
"agak sulit diakses saat akan oembayaran, dan sering gangguan saat akan klaim tiket",sulit akses oembayaran ganggu klaim tiket,sulit akses oembayaran ganggu klaim tiket,sulit akses oembayaran ganggu klaim tiket,sulit akses ganggu klaim tiket,"['sulit', 'akses', 'oembayaran', 'ganggu', 'klaim', 'tiket']","['sulit', 'akses', 'ganggu', 'klaim', 'tiket']",3,neutral,4.3.1,4,2019-06-04 00:23:54,0
prose check in sangat mudah,prose check mudah,prose check mudah,prose check mudah,check mudah,"['prose', 'check', 'mudah']","['check', 'mudah']",5,positive,4.3.1,4,2019-06-03 14:54:57,0
good,good,good,good,good,['good'],['good'],5,positive,4.3.1,4,2019-06-03 02:20:27,0
nice,nice,nice,nice,nice,['nice'],['nice'],5,positive,4.3.1,4,2019-06-02 16:35:57,0
banyak membantu calon penumpang baik kemudahan maupun kecepatan layanannya,bantu calon tumpang mudah cepat layan,bantu calon tumpang mudah cepat layan,bantu calon tumpang mudah cepat layan,bantu tumpang mudah cepat layan,"['bantu', 'calon', 'tumpang', 'mudah', 'cepat', 'layan']","['bantu', 'tumpang', 'mudah', 'cepat', 'layan']",5,positive,4.3.1,4,2019-06-02 16:34:33,0
"garuda mantap, semoga selalu lebih baik lagi",mantap moga,mantap moga,mantap moga,mantap moga,"['mantap', 'moga']","['mantap', 'moga']",5,positive,4.3.1,4,2019-06-02 14:28:35,1
"sangat bermanfaat,.bravo garuda mobile",bermanfaatbravo mobile,bermanfaatbravo mobile,bermanfaatbravo mobile,mobile,"['bermanfaatbravo', 'mobile']",['mobile'],5,positive,4.3.1,4,2019-06-01 13:47:30,0
good,good,good,good,good,['good'],['good'],5,positive,4.3.1,4,2019-05-31 04:33:55,0
mantaps,mantaps,mantaps,mantaps,mantaps,['mantaps'],['mantaps'],5,positive,4.3.1,4,2019-05-31 02:23:38,0
garuda memang mantap,mantap,mantap,mantap,mantap,['mantap'],['mantap'],5,positive,4.3.1,4,2019-05-30 16:55:04,0
on time flying with garuda,on time flying with,on time flying with,on time flying with,on time flying with,"['on', 'time', 'flying', 'with']","['on', 'time', 'flying', 'with']",5,positive,4.3.0,4,2019-05-30 15:59:15,0
pelayanan luar biasa,layan,layan,layan,layan,['layan'],['layan'],5,positive,4.3.1,4,2019-05-30 12:13:10,0
cukup membantu,bantu,bantu,bantu,bantu,['bantu'],['bantu'],5,positive,4.3.0,4,2019-05-30 10:50:03,0
pelayanan bintang 5,layan bintang 5,layan bintang,layan bintang,layan bintang,"['layan', 'bintang']","['layan', 'bintang']",5,positive,4.3.1,4,2019-05-30 06:52:32,0
