content,content_stemmed_no_common_2,content_regex,content_regex_norm,tokens_nltk,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
"hai hallo salam hangat garuda indonesia... saya ingin menginformasikan bahwa didalam aplikasi ini masih banyak yang perlu diperbaiki contohnya : 1. dari bagian home pada aplikasi ketika akan beralih ke bagian akun muncul tulisan ""eror"" telah terjadi kesalahan pada sistem kami , silahkan coba beberapa saat lagi. 2. aplikasi sering menutup sendiri / aplikasi tidak merespon ketika saat digunakan. 3. ketika logout akun dan ingin kembali login maka tidak bisa melakukan login.",hai halo salam hangat indonesia informasi dalam baik contoh 1 home alih akun muncul tulis eror salah sistem sila coba 2 tutup merespon 3 logout akun login login,hai halo salam hangat indonesia informasi dalam baik contoh home alih akun muncul tulis eror salah sistem sila coba tutup merespon logout akun login login,hai halo salam hangat indonesia informasi dalam baik contoh home alih akun muncul tulis eror salah sistem sila coba tutup merespon logout akun login login,"['hai', 'halo', 'salam', 'hangat', 'indonesia', 'informasi', 'dalam', 'baik', 'contoh', 'home', 'alih', 'akun', 'muncul', 'tulis', 'eror', 'salah', 'sistem', 'sila', 'coba', 'tutup', 'merespon', 'logout', 'akun', 'login', 'login']",5,36,4.3.1,2019-06-12 11:35:04,,
sangat memudahkan,mudah,mudah,mudah,['mudah'],5,0,4.3.1,2019-06-12 05:30:47,,
good aplikasi,good,good,good,['good'],5,0,,2019-06-12 02:12:45,,
oke,oke,oke,oke,['oke'],5,0,,2019-06-11 12:47:43,,
maskapai paling nyaman dan mengerti konsumen. 👍🏻👍🏻,maskapai nyaman erti konsumen,maskapai nyaman erti konsumen,maskapai nyaman erti konsumen,"['maskapai', 'nyaman', 'erti', 'konsumen']",5,0,,2019-06-11 11:15:03,,
terimakasih..sangat membantu service kpd customer..,terimakasihsangat bantu service customer,terimakasihsangat bantu service customer,terimakasihsangat bantu service customer,"['terimakasihsangat', 'bantu', 'service', 'customer']",5,0,4.3.1,2019-06-11 03:07:43,,
very good,very good,very good,very good,"['very', 'good']",5,0,4.3.1,2019-06-11 01:34:30,,
ok,ok,ok,ok,['ok'],5,0,1.2.2,2019-06-10 13:02:03,,
good app,good,good,good,['good'],5,0,4.3.1,2019-06-10 10:30:06,,
aplikasi yang sangat bermanfaat dan memudahkan penumpang untuk melakukan check in online dan review perjalanan bersama garuda indonesia,manfaat mudah tumpang check online review jalan indonesia,manfaat mudah tumpang check online review jalan indonesia,manfat mudah tumpang check online review jalan indonesia,"['manfat', 'mudah', 'tumpang', 'check', 'online', 'review', 'jalan', 'indonesia']",5,0,4.3.1,2019-06-10 05:45:38,,
ok,ok,ok,ok,['ok'],5,0,4.3.1,2019-06-10 01:57:07,"Dear valued customer Mr. Andreas Sasmita Cahyadikuncara, Thanks for the advice, input and support that has been given, and thank you for flying with Garuda Indonesia. Sincerely, Garuda Indonesia.",2019-06-24 02:04:23
sangat mudah check in dan dapat random kelas di penerbangan kali ini,mudah check random kelas terbang kali,mudah check random kelas terbang kali,mudah check random kelas terbang kali,"['mudah', 'check', 'random', 'kelas', 'terbang', 'kali']",4,0,,2019-06-09 09:59:23,,
"kenapa harus isi nomor telepon rumah, belum tentu semua user punya telepon rumah. tolong diperbaiki lagi, saya yg mesan kan jadi ga bisa gara² nomor telepon rumah wajib diisi.",isi nomor telepon rumah user telepon rumah tolong baik mesan gara nomor telepon rumah wajib isi,isi nomor telepon rumah user telepon rumah tolong baik mesan gara nomor telepon rumah wajib isi,isi nomor telepon rumah user telepon rumah tolong baik mesan gara nomor telepon rumah wajib isi,"['isi', 'nomor', 'telepon', 'rumah', 'user', 'telepon', 'rumah', 'tolong', 'baik', 'mesan', 'gara', 'nomor', 'telepon', 'rumah', 'wajib', 'isi']",3,3,4.3.1,2019-06-09 02:08:33,"Pelanggan Yth Bapak Abdul Mahfud, Terima kasih atas saran, masukan dan support yang telah diberikan. Semoga Bapak/Ibu puas terbang bersama kami. Hormat Kami, Garuda Indonesia.",2019-06-24 02:07:00
bagus,bagus,bagus,bagus,['bagus'],5,0,4.3.1,2019-06-08 20:18:42,"Pelanggan Yth Bapak Irwan Nurdin, Terima kasih atas saran, masukan dan support yang telah diberikan. Semoga Bapak/Ibu puas terbang bersama kami. Hormat Kami, Garuda Indonesia.",2019-06-24 02:07:27
sangat membantu dalam memilih penerbangan dan bisa mobile chek in,bantu pilih terbang mobile chek,bantu pilih terbang mobile chek,bantu pilih terbang mobile chek,"['bantu', 'pilih', 'terbang', 'mobile', 'chek']",5,1,4.3.1,2019-06-08 16:13:38,"Pelanggan Yth, Terima kasih atas saran, masukan dan support yang telah diberikan. Semoga Bapak/Ibu puas terbang bersama kami. Hormat Kami, Garuda Indonesia.",2019-06-24 02:08:09
bagus. sangat membantu,bagus bantu,bagus bantu,bagus bantu,"['bagus', 'bantu']",4,0,4.3.1,2019-06-08 15:13:00,"Pelanggan Yth Bapak Budi Triyono, Terima kasih atas saran, masukan dan support yang telah diberikan. Semoga Bapak/Ibu puas terbang bersama kami. Hormat Kami, Garuda Indonesia.",2019-06-24 02:08:31
good,good,good,good,['good'],5,0,4.3.1,2019-06-08 05:55:48,,
"masih suka eror, aplikasi tiba2 berhenti",suka eror tibatiba henti,suka eror tibatiba henti,suka eror tibatiba henti,"['suka', 'eror', 'tibatiba', 'henti']",4,0,4.3.1,2019-06-08 01:20:18,,
ga tertarik.. langsung saya unistal,tarik langsung unistal,tarik langsung unistal,tarik langsung unistal,"['tarik', 'langsung', 'unistal']",1,0,,2019-06-07 06:11:51,,
ok,ok,ok,ok,['ok'],5,0,,2019-06-07 03:33:36,,
bagus,bagus,bagus,bagus,['bagus'],5,0,4.3.1,2019-06-07 02:27:39,,
good,good,good,good,['good'],5,0,4.2.9,2019-06-06 20:28:05,,
satisfied,satisfied,satisfied,satisfied,['satisfied'],5,0,4.3.1,2019-06-06 20:22:43,,
supaya cepat jadi platinum,cepat platinum,cepat platinum,cepat platinum,"['cepat', 'platinum']",5,0,4.0.9,2019-06-06 14:25:30,,
bagus. membantu,bagus bantu,bagus bantu,bagus bantu,"['bagus', 'bantu']",5,0,4.3.1,2019-06-06 13:24:25,,
"mile gak berguna, kita gak bisa cek di aplikasi ini, banyak penerbangan saya gak dapet miles... jadi apa fungsinya???",mile guna cek terbang miles fungsi,mile guna cek terbang miles fungsi,mile guna cek terbang miles fungsi,"['mile', 'guna', 'cek', 'terbang', 'miles', 'fungsi']",1,2,4.3.1,2019-06-06 12:43:30,,
ok,ok,ok,ok,['ok'],5,0,4.3.1,2019-06-06 06:17:00,,
"mudah check-in, pelayanan ok. harga tiketnya turunin dong😉",mudah checkin layan ok harga tiket turunin dong,mudah checkin layan ok harga tiket turunin dong,mudah checkin layan ok harga tiket turunin dong,"['mudah', 'checkin', 'layan', 'ok', 'harga', 'tiket', 'turunin', 'dong']",5,1,4.3.1,2019-06-05 09:41:20,,
sangat memuaskan,muas,muas,muas,['muas'],5,0,,2019-06-05 03:46:18,,
good job,good job,good job,good job,"['good', 'job']",5,0,4.3.1,2019-06-05 00:14:07,,
sangat membantu,bantu,bantu,bantu,['bantu'],5,0,4.3.1,2019-06-04 17:55:15,"Pelanggan Yth, Terima kasih atas saran, masukan dan support yang telah diberikan. Semoga Bapak/Ibu puas terbang bersama kami. Hormat Kami, Garuda Indonesia.",2019-06-24 02:01:23
sangat membantu,bantu,bantu,bantu,['bantu'],5,0,4.3.1,2019-06-04 13:31:40,"Pelanggan Yth Bapak Pradnyana Putra, Terima kasih atas saran, masukan dan support yang telah diberikan. Semoga Bapak/Ibu puas terbang bersama kami. Hormat Kami, Garuda Indonesia.",2019-06-24 02:01:00
good,good,good,good,['good'],5,0,4.3.1,2019-06-04 05:55:43,"Dear valued customer Mr. Badriah Baradja, Thanks for the advice, input and support that has been given, and thank you for flying with Garuda Indonesia. Sincerely, Garuda Indonesia.",2019-06-24 01:59:21
"agak sulit diakses saat akan oembayaran, dan sering gangguan saat akan klaim tiket",sulit akses oembayaran ganggu klaim tiket,sulit akses oembayaran ganggu klaim tiket,sulit akses oembayaran ganggu klaim tiket,"['sulit', 'akses', 'oembayaran', 'ganggu', 'klaim', 'tiket']",3,0,4.3.1,2019-06-04 00:23:54,,
prose check in sangat mudah,prose check mudah,prose check mudah,prose check mudah,"['prose', 'check', 'mudah']",5,0,4.3.1,2019-06-03 14:54:57,"Pelanggan Yth. Bapak. Indra Sofian. Terima kasih telah memberikan bintang lima, semoga aplikasinya bermanfaat. Hormat kami, Garuda Indonesia.",2019-06-03 15:46:46
good,good,good,good,['good'],5,0,4.3.1,2019-06-03 02:20:27,"Dear Mr. Muhammad Rifki Abdillah. Thanks for sharing your feedback, hopefully the application could be useful. Sincerely, Garuda Indonesia.",2019-06-03 15:55:47
nice,nice,nice,nice,['nice'],5,0,4.3.1,2019-06-02 16:35:57,"Dear Mr. Agus. Thank you for giving us five stars. Sincerely, Garuda Indonesia.",2019-06-03 15:59:55
banyak membantu calon penumpang baik kemudahan maupun kecepatan layanannya,bantu calon tumpang mudah cepat layan,bantu calon tumpang mudah cepat layan,bantu calon tumpang mudah cepat layan,"['bantu', 'calon', 'tumpang', 'mudah', 'cepat', 'layan']",5,0,4.3.1,2019-06-02 16:34:33,"Pelanggan Yth. Ibu. Noor Hudallah. Terima kasih telah memberikan bintang lima, semoga aplikasinya bermanfaat. Hormat kami, Garuda Indonesia.",2019-06-03 16:06:38
"garuda mantap, semoga selalu lebih baik lagi",mantap moga,mantap moga,mantap moga,"['mantap', 'moga']",5,1,4.3.1,2019-06-02 14:28:35,"Pelanggan Yth. Bapak. Wiras Muhammad. Terima kasih atas saran, masukan, dan dukungan yang telah diberikan. Hormat kami, Garuda Indonesia.",2019-06-03 16:10:08
"sangat bermanfaat,.bravo garuda mobile",bermanfaatbravo mobile,bermanfaatbravo mobile,bermanfaatbravo mobile,"['bermanfaatbravo', 'mobile']",5,0,4.3.1,2019-06-01 13:47:30,"Pelanggan Yth. Bapak. Irwan Irwansyah. Terima kasih telah mengunduh, kami harap aplikasi ini bermanfaat. Hormat kami, Garuda Indonesia.",2019-06-03 16:13:42
good,good,good,good,['good'],5,0,4.3.1,2019-05-31 04:33:55,,
👍,,,,[],5,0,4.3.1,2019-05-31 03:12:18,"Dear Mr. Aroel Edelweis. Thank you for giving us five stars. Sincerely, Garuda Indonesia.",2019-06-03 16:23:45
mantaps,mantaps,mantaps,mantaps,['mantaps'],5,0,4.3.1,2019-05-31 02:23:38,"Pelanggan Yth. Bapak. Bayoe. Terima kasih, kami sangat senang mendengarnya. Hormat kami, Garuda Indonesia.",2019-06-03 16:24:28
garuda memang mantap,mantap,mantap,mantap,['mantap'],5,0,4.3.1,2019-05-30 16:55:04,"Pelanggan Yth. Bapak. Akbar Tanjung. Terima kasih telah mengunduh dan memberikan bintang lima. Hormat kami, Garuda Indonesia.",2019-06-03 16:28:59
on time flying with garuda,on time flying with,on time flying with,on time flying with,"['on', 'time', 'flying', 'with']",5,0,4.3.0,2019-05-30 15:59:15,"Dear Mr. Budi Santoso. Thank you very much for your feedback. Sincerely, Garuda Indonesia.",2019-06-03 16:31:00
pelayanan luar biasa,layan,layan,layan,['layan'],5,0,4.3.1,2019-05-30 12:13:10,"Pelanggan Yth. Bapak. Antony Alexander. Terima kasih, kami sangat senang mendengarnya. Hormat kami, Garuda Indonesia.",2019-06-03 16:31:59
cukup membantu,bantu,bantu,bantu,['bantu'],5,0,4.3.0,2019-05-30 10:50:03,"Pelanggan Yth. Bapak. Alfatah Harbiantara. Terima kasih telah mengunduh dan memberikan bintang lima. Hormat kami, Garuda Indonesia.",2019-06-03 16:32:53
pelayanan bintang 5,layan bintang 5,layan bintang,layan bintang,"['layan', 'bintang']",5,0,4.3.1,2019-05-30 06:52:32,"Pelanggan Yth. Bapak. Fauzhi Rahmad. Terima kasih telah memberikan bintang lima, semoga aplikasinya bermanfaat. Hormat kami, Garuda Indonesia.",2019-06-03 16:33:51
praktis,praktis,praktis,praktis,['praktis'],5,0,4.3.1,2019-05-30 04:52:09,"Pelanggan Kami Yang Terhormat. Terima kasih telah memberi kami bintang lima. Hormat kami, Garuda Indonesia.",2019-06-03 16:34:45
bertahan agar terjaga premiumku,tahan jaga premium,tahan jaga premium,tahan jaga premium,"['tahan', 'jaga', 'premium']",5,0,4.3.1,2019-05-30 04:42:58,,
is ok,is ok,is ok,is ok,"['is', 'ok']",4,0,4.3.1,2019-05-30 01:42:21,,
"cara buka akun terkunci gimana yah,,sya ngk bisa login soalnnya? mohon respon",buka akun kunci yahsya login soalnnya mohon respon,buka akun kunci yahsya login soalnnya mohon respon,buka akun kunci yahsya login soalnnya mohon respon,"['buka', 'akun', 'kunci', 'yahsya', 'login', 'soalnnya', 'mohon', 'respon']",4,0,4.3.1,2019-05-30 01:11:45,,
bermanfaat,manfaat,manfaat,manfat,['manfat'],4,1,4.3.1,2019-05-30 00:34:43,,
goid,goid,goid,goid,['goid'],5,0,4.3.1,2019-05-29 21:05:24,,
kita lupa password gak di respon by email.. tlg dk tindak lanjutkan berhubung saya member garuda gold mau ke platinum.,lupa password respon by email tolong dk tindak lanjut hubung member gold platinum,lupa password respon by email tolong dk tindak lanjut hubung member gold platinum,lupa password respon by email tolong dk tindak lanjut hubung member gold platinum,"['lupa', 'password', 'respon', 'by', 'email', 'tolong', 'dk', 'tindak', 'lanjut', 'hubung', 'member', 'gold', 'platinum']",1,2,4.3.1,2019-05-29 17:23:21,,
"tolong diperbaiki, sering error.....miles trip tidak ter-record",tolong baik errormiles trip terrecord,tolong baik errormiles trip terrecord,tolong baik errormiles trip terrecord,"['tolong', 'baik', 'errormiles', 'trip', 'terrecord']",3,2,4.3.1,2019-05-29 14:41:32,,
aplikasi ini memudahkan utk mengakses akun garudamiles,mudah akses akun garudamiles,mudah akses akun garudamiles,mudah akses akun garudamiles,"['mudah', 'akses', 'akun', 'garudamiles']",5,0,4.3.1,2019-05-29 14:37:19,,
"jayalah garuda indonesia. mantap pokoknya. sukses selalu. semoga hari2 mendatang, harga tiketnya bisa diturunin dikit lg. hehehe...",jaya indonesia mantap pokok sukses moga harihari harga tiket diturunin dikit lg hehehe,jaya indonesia mantap pokok sukses moga harihari harga tiket diturunin dikit lg hehehe,jaya indonesia mantap pokok sukses moga harihari harga tiket diturunin dikit lg hehehe,"['jaya', 'indonesia', 'mantap', 'pokok', 'sukses', 'moga', 'harihari', 'harga', 'tiket', 'diturunin', 'dikit', 'lg', 'hehehe']",5,0,4.3.1,2019-05-29 09:48:58,,
tambah pointnya,point,point,point,['point'],5,0,4.3.1,2019-05-29 07:51:01,,
god,god,god,god,['god'],5,0,,2019-05-29 05:43:50,,
sudah baik hanya perlu disempurnakan kembali,sempurna,sempurna,sempurna,['sempurna'],5,0,4.3.1,2019-05-29 04:41:54,,
ok,ok,ok,ok,['ok'],5,0,4.2.8,2019-05-29 01:14:04,,
"mantabs pelayanannya tetap no satu di indonesia, tapi tiketnya ampun..",mantab layan no indonesia tiket ampun,mantab layan no indonesia tiket ampun,mantab layan no indonesia tiket ampun,"['mantab', 'layan', 'no', 'indonesia', 'tiket', 'ampun']",5,0,4.3.0,2019-05-28 12:25:27,,
ok,ok,ok,ok,['ok'],4,0,4.3.1,2019-05-28 02:40:50,,
good,good,good,good,['good'],5,0,,2019-05-28 02:10:52,,
aplikasinya error bos,error bos,error bos,error bos,"['error', 'bos']",1,0,,2019-05-27 07:16:00,,
bagus,bagus,bagus,bagus,['bagus'],5,0,,2019-05-26 13:41:54,,
good,good,good,good,['good'],4,0,4.3.1,2019-05-26 00:31:03,,
🖒👍😎,,,,[],5,0,4.3.1,2019-05-25 13:48:44,,
wow,wow,wow,wow,['wow'],5,0,,2019-05-25 13:23:05,,
"mantap, tapi kali ini susah",mantap kali susah,mantap kali susah,mantap kali susah,"['mantap', 'kali', 'susah']",5,0,4.3.1,2019-05-25 12:17:04,,
keren,keren,keren,keren,['keren'],5,0,4.3.1,2019-05-25 10:58:35,,
👌,,,,[],5,0,4.3.0,2019-05-25 08:40:43,,
terbaikkkkkk🌟🌟🌟🌟🌟,terbaikkkkkk,terbaikk,terbaik,['terbaik'],5,0,4.3.1,2019-05-25 06:27:32,,
memudahkan perjalanan,mudah jalan,mudah jalan,mudah jalan,"['mudah', 'jalan']",5,0,4.3.1,2019-05-25 04:44:53,,
perjalanan dengan maskapai penerbangan terbaik di negeri ini,jalan maskapai terbang baik negeri,jalan maskapai terbang baik negeri,jalan maskapai terbang baik negeri,"['jalan', 'maskapai', 'terbang', 'baik', 'negeri']",5,1,4.3.1,2019-05-25 00:57:59,,
mudah dioperasikan....,mudah operasi,mudah operasi,mudah operasi,"['mudah', 'operasi']",5,0,,2019-05-24 22:14:06,,
terbaik di indonesia,baik indonesia,baik indonesia,baik indonesia,"['baik', 'indonesia']",5,0,,2019-05-24 19:05:35,,
lebih mudah dan nyaman dengan garuda,mudah nyaman,mudah nyaman,mudah nyaman,"['mudah', 'nyaman']",5,0,4.3.1,2019-05-24 18:12:22,,
loadingnya lama sekali?,loadingnya,loadingnya,loadingnya,['loadingnya'],3,0,4.3.1,2019-05-24 15:16:37,,
aplikasi yg membantu,bantu,bantu,bantu,['bantu'],4,0,4.3.1,2019-05-24 15:14:38,,
cocok,cocok,cocok,cocok,['cocok'],5,0,,2019-05-24 14:56:51,,
👌,,,,[],5,0,,2019-05-24 11:35:59,,
good apps..,good apps,good apps,good apps,"['good', 'apps']",5,0,4.3.1,2019-05-24 11:21:22,,
error after update.,error after update,error after update,error after update,"['error', 'after', 'update']",5,0,4.3.1,2019-05-24 07:31:50,,
bagus,bagus,bagus,bagus,['bagus'],5,1,4.3.1,2019-05-23 13:09:52,,
simple,simple,simple,simple,['simple'],4,0,4.3.1,2019-05-23 12:11:31,,
mmbntu skli,mmbntu,mmbntu,mmbntu,['mmbntu'],5,0,4.3.1,2019-05-23 09:22:09,,
sangat ok dalam pelayanan,ok layan,ok layan,ok layan,"['ok', 'layan']",5,0,4.3.1,2019-05-22 12:46:25,,
sip lah,sip,sip,sip,['sip'],5,0,4.3.1,2019-05-21 14:21:50,,
cukup memudahkan...,mudah,mudah,mudah,['mudah'],4,0,4.3.1,2019-05-21 04:05:55,,
"garuda mobile app is an intuitive app which allow me to do more than any airline ticket booking app from competitor. it has mobile check-in prior departure, push notification related to my scheduled trip, many membership feature and especially dedicated promo for mobile app user. good job garuda.",mobile is an intuitive which allow me more tahan any airline ticket booking from competitor has mobile checkin prior departure push notification related my scheduled trip many membership feature and especially dedicated promo for mobile user good job,mobile is an intuitive which allow me more tahan any airline ticket booking from competitor has mobile checkin prior departure push notification related my scheduled trip many membership feature and especially dedicated promo for mobile user good job,mobile is an intuitive which allow me more tahan any airline ticket booking from competitor has mobile checkin prior departure push notification related my scheduled trip many membership feature and especially dedicated promo for mobile user good job,"['mobile', 'is', 'an', 'intuitive', 'which', 'allow', 'me', 'more', 'tahan', 'any', 'airline', 'ticket', 'booking', 'from', 'competitor', 'has', 'mobile', 'checkin', 'prior', 'departure', 'push', 'notification', 'related', 'my', 'scheduled', 'trip', 'many', 'membership', 'feature', 'and', 'especially', 'dedicated', 'promo', 'for', 'mobile', 'user', 'good', 'job']",5,0,4.1.0,2019-05-21 02:31:13,,
mantap juoos gansos kotos2...,mantap juoos gansos kotos2,mantap juoos gansos kotos,mantap juoos gansos kotos,"['mantap', 'juoos', 'gansos', 'kotos']",5,0,4.3.1,2019-05-21 02:02:24,,
thank you,thank you,thank you,thank you,"['thank', 'you']",4,0,,2019-05-20 21:52:52,,
ok,ok,ok,ok,['ok'],5,0,4.3.1,2019-05-20 19:23:44,,
nice apps,nice apps,nice apps,nice apps,"['nice', 'apps']",5,0,4.3.1,2019-05-20 10:25:26,,
good app,good,good,good,['good'],5,0,4.3.1,2019-05-20 05:37:30,,
cukup membantu,bantu,bantu,bantu,['bantu'],5,0,4.3.1,2019-05-20 05:34:55,,
menarik,tarik,tarik,tarik,['tarik'],5,0,4.3.0,2019-05-19 20:44:05,,
good,good,good,good,['good'],5,0,4.3.1,2019-05-19 19:19:17,,
ok,ok,ok,ok,['ok'],5,0,4.3.1,2019-05-19 05:27:13,,
"nggak tau kenapa,garuda miles saya ga bisa dibuka,,sudah update,tetep ga bisa kebuka,,",tau kenapagaruda miles dibukasudah updatetetep buka,tau kenapagaruda miles dibukasudah updatetetep buka,tau kenapagaruda miles dibukasudah updatetetep buka,"['tau', 'kenapagaruda', 'miles', 'dibukasudah', 'updatetetep', 'buka']",3,0,,2019-05-19 02:25:11,,
good,good,good,good,['good'],5,0,4.3.1,2019-05-18 09:26:29,,
mempermudah saya untuk cekin n sangat membanty,mudah cekin n membanty,mudah cekin n membanty,mudah cekin n membanty,"['mudah', 'cekin', 'n', 'membanty']",5,0,4.3.1,2019-05-18 04:04:27,,
"informasi lengkap, cek in mudah",informasi lengkap cek mudah,informasi lengkap cek mudah,informasi lengkap cek mudah,"['informasi', 'lengkap', 'cek', 'mudah']",5,0,4.3.1,2019-05-17 22:28:53,,
coba dulu,coba,coba,coba,['coba'],4,0,,2019-05-17 15:04:33,,
lebih mudah dalam mengatur jadwal dan mengontrol gff,mudah atur jadwal kontrol gff,mudah atur jadwal kontrol gff,mudah atur jadwal kontrol gf,"['mudah', 'atur', 'jadwal', 'kontrol', 'gf']",5,1,4.3.1,2019-05-17 14:55:40,,
